Method,Metric,Train,Test,Threshold,Rep,n,Dataset
dss,dss,-1913.88,-1165.17,0.1,10,1600,hard
dss,is1,1192.35,728.91,0.1,10,1600,hard
is1,sse,233.46,142.78,0.1,10,1600,hard
is1,crps,290.11,180.31,0.1,10,1600,hard
is1,dss,-1871.09,-1172.79,0.1,10,1600,hard
is1,is1,1189.53,729.6,0.1,10,1600,hard
sse,sse,233.26,142.93,0.1,10,1600,hard
sse,crps,290.45,180.68,0.1,10,1600,hard
sse,dss,-1889.78,-1172.58,0.1,10,1600,hard
sse,is1,1190.06,730.91,0.1,10,1600,hard
crps,sse,232.36,143.5,0.3,10,1600,hard
crps,crps,289.54,180.82,0.3,10,1600,hard
crps,dss,-1874.38,-1171.4,0.3,10,1600,hard
crps,is1,1190.48,728.89,0.3,10,1600,hard
dss,sse,235.13,145.63,0.3,10,1600,hard
dss,crps,299.63,188.43,0.3,10,1600,hard
dss,dss,-1891.21,-1141.49,0.3,10,1600,hard
dss,is1,1237.06,770.98,0.3,10,1600,hard
is1,sse,233.51,142.63,0.3,10,1600,hard
is1,crps,290.45,180.02,0.3,10,1600,hard
is1,dss,-1869.78,-1173.94,0.3,10,1600,hard
is1,is1,1191.44,727.7,0.3,10,1600,hard
sse,sse,234.12,143.05,0.3,10,1600,hard
sse,crps,293.55,182.26,0.3,10,1600,hard
sse,dss,-1862.7,-1174.89,0.3,10,1600,hard
sse,is1,1202.87,733.26,0.3,10,1600,hard
crps,sse,233.48,142.63,0.5,10,1600,hard
crps,crps,290.41,180.03,0.5,10,1600,hard
crps,dss,-1870.09,-1173.95,0.5,10,1600,hard
crps,is1,1191.48,727.81,0.5,10,1600,hard
dss,sse,235.79,145.02,0.5,10,1600,hard
dss,crps,300.16,188.11,0.5,10,1600,hard
dss,dss,-1846.95,-1150.05,0.5,10,1600,hard
dss,is1,1237.54,769.72,0.5,10,1600,hard
is1,sse,233.51,142.63,0.5,10,1600,hard
is1,crps,290.45,180.02,0.5,10,1600,hard
is1,dss,-1869.78,-1173.94,0.5,10,1600,hard
is1,is1,1191.44,727.7,0.5,10,1600,hard
sse,sse,236.38,145.42,0.5,10,1600,hard
sse,crps,303.12,190.29,0.5,10,1600,hard
sse,dss,-1840.02,-1151.21,0.5,10,1600,hard
sse,is1,1247.58,775.34,0.5,10,1600,hard
crps,sse,233.53,142.65,0.8,10,1600,hard
crps,crps,290.59,180.08,0.8,10,1600,hard
crps,dss,-1869.63,-1173.74,0.8,10,1600,hard
crps,is1,1192.83,727.65,0.8,10,1600,hard
dss,sse,240.31,146.73,0.8,10,1600,hard
dss,crps,306.35,191.12,0.8,10,1600,hard
dss,dss,-1787.1,-1122.43,0.8,10,1600,hard
dss,is1,1262.58,781.69,0.8,10,1600,hard
is1,sse,233.53,142.65,0.8,10,1600,hard
is1,crps,290.59,180.08,0.8,10,1600,hard
is1,dss,-1869.63,-1173.74,0.8,10,1600,hard
is1,is1,1192.83,727.65,0.8,10,1600,hard
sse,sse,243.82,146.84,0.8,10,1600,hard
sse,crps,317.09,195.3,0.8,10,1600,hard
sse,dss,-1643.47,-1067.04,0.8,10,1600,hard
sse,is1,1310.36,795.53,0.8,10,1600,hard
crps,sse,217.28,147.92,0,11,1600,hard
crps,crps,275.46,184.36,0,11,1600,hard
crps,dss,-2039.14,-1136.67,0,11,1600,hard
crps,is1,1069.06,750.25,0,11,1600,hard
dss,sse,216.89,148.58,0,11,1600,hard
dss,crps,276.01,184.73,0,11,1600,hard
dss,dss,-2046.62,-1136.17,0,11,1600,hard
dss,is1,1070.1,744.15,0,11,1600,hard
is1,sse,217.25,148.21,0,11,1600,hard
is1,crps,275.77,184.1,0,11,1600,hard
is1,dss,-2041.39,-1138.95,0,11,1600,hard
is1,is1,1066.51,739.71,0,11,1600,hard
sse,sse,216.5,148.27,0,11,1600,hard
sse,crps,275.48,184.62,0,11,1600,hard
sse,dss,-2050.28,-1139.69,0,11,1600,hard
sse,is1,1067.31,742.42,0,11,1600,hard
crps,sse,217.28,147.92,0.1,11,1600,hard
crps,crps,275.46,184.36,0.1,11,1600,hard
crps,dss,-2039.14,-1136.67,0.1,11,1600,hard
crps,is1,1069.06,750.25,0.1,11,1600,hard
dss,sse,221.58,146.13,0.1,11,1600,hard
dss,crps,279.23,183.17,0.1,11,1600,hard
dss,dss,-2007.33,-1138.04,0.1,11,1600,hard
dss,is1,1081.09,744.15,0.1,11,1600,hard
is1,sse,218.08,148.13,0.1,11,1600,hard
is1,crps,277.02,183.82,0.1,11,1600,hard
is1,dss,-2032.64,-1140.92,0.1,11,1600,hard
is1,is1,1070,742.4,0.1,11,1600,hard
sse,sse,216.61,147.98,0.1,11,1600,hard
sse,crps,275.72,184.28,0.1,11,1600,hard
sse,dss,-2049.17,-1142.58,0.1,11,1600,hard
sse,is1,1068.46,739.79,0.1,11,1600,hard
crps,sse,218.36,147.69,0.3,11,1600,hard
crps,crps,277.62,183.61,0.3,11,1600,hard
crps,dss,-2015.83,-1135.06,0.3,11,1600,hard
crps,is1,1074.79,746.82,0.3,11,1600,hard
dss,sse,224.9,149.42,0.3,11,1600,hard
dss,crps,292.1,193.29,0.3,11,1600,hard
dss,dss,-1958.95,-1073.59,0.3,11,1600,hard
dss,is1,1142.6,799.11,0.3,11,1600,hard
is1,sse,218.71,148.52,0.3,11,1600,hard
is1,crps,277.85,184.01,0.3,11,1600,hard
is1,dss,-2015.16,-1132.86,0.3,11,1600,hard
is1,is1,1074.4,745.49,0.3,11,1600,hard
sse,sse,218.23,148.41,0.3,11,1600,hard
sse,crps,277.63,183.91,0.3,11,1600,hard
sse,dss,-2016.52,-1132.3,0.3,11,1600,hard
sse,is1,1074.43,745.92,0.3,11,1600,hard
crps,sse,221.72,145.41,0.5,11,1600,hard
crps,crps,279.22,182.88,0.5,11,1600,hard
crps,dss,-2006.64,-1140.8,0.5,11,1600,hard
crps,is1,1081.45,745.04,0.5,11,1600,hard
dss,sse,224.9,149.42,0.5,11,1600,hard
dss,crps,292.1,193.29,0.5,11,1600,hard
dss,dss,-1958.95,-1073.59,0.5,11,1600,hard
dss,is1,1142.6,799.11,0.5,11,1600,hard
is1,sse,221.73,145.31,0.5,11,1600,hard
is1,crps,279.39,182.72,0.5,11,1600,hard
is1,dss,-2006.31,-1142.03,0.5,11,1600,hard
is1,is1,1081.69,742.77,0.5,11,1600,hard
sse,sse,221.54,151.7,0.5,11,1600,hard
sse,crps,290.5,194.02,0.5,11,1600,hard
sse,dss,-1968.14,-1067.85,0.5,11,1600,hard
sse,is1,1135.94,800.89,0.5,11,1600,hard
crps,sse,221.73,145.31,0.8,11,1600,hard
crps,crps,279.39,182.72,0.8,11,1600,hard
crps,dss,-2006.31,-1142.03,0.8,11,1600,hard
crps,is1,1081.69,742.77,0.8,11,1600,hard
dss,sse,224.9,149.42,0.8,11,1600,hard
dss,crps,292.1,193.29,0.8,11,1600,hard
dss,dss,-1958.95,-1073.59,0.8,11,1600,hard
dss,is1,1142.6,799.11,0.8,11,1600,hard
is1,sse,221.73,145.31,0.8,11,1600,hard
is1,crps,279.39,182.72,0.8,11,1600,hard
is1,dss,-2006.31,-1142.03,0.8,11,1600,hard
is1,is1,1081.69,742.77,0.8,11,1600,hard
sse,sse,224.9,149.42,0.8,11,1600,hard
sse,crps,292.1,193.29,0.8,11,1600,hard
sse,dss,-1958.95,-1073.59,0.8,11,1600,hard
sse,is1,1142.6,799.11,0.8,11,1600,hard
crps,sse,235.4,146.02,0,12,1600,hard
crps,crps,277.06,182.94,0,12,1600,hard
crps,dss,-1903.12,-1143.83,0,12,1600,hard
crps,is1,1112.79,732.33,0,12,1600,hard
dss,sse,234.89,144.31,0,12,1600,hard
dss,crps,277.69,182.02,0,12,1600,hard
dss,dss,-1946.03,-1153.25,0,12,1600,hard
dss,is1,1114.55,724.45,0,12,1600,hard
is1,sse,235.94,145.11,0,12,1600,hard
is1,crps,277.82,182.47,0,12,1600,hard
is1,dss,-1891.04,-1157.39,0,12,1600,hard
is1,is1,1108.94,731.91,0,12,1600,hard
sse,sse,234.53,145.84,0,12,1600,hard
sse,crps,281.24,185.97,0,12,1600,hard
sse,dss,-1858.87,-1112.66,0,12,1600,hard
sse,is1,1125.85,749.15,0,12,1600,hard
crps,sse,235.57,145.93,0.1,12,1600,hard
crps,crps,277.38,182.8,0.1,12,1600,hard
crps,dss,-1895.44,-1153.88,0.1,12,1600,hard
crps,is1,1112.98,732.35,0.1,12,1600,hard
dss,sse,238.28,142.87,0.1,12,1600,hard
dss,crps,280.29,180.33,0.1,12,1600,hard
dss,dss,-1922.29,-1165,0.1,12,1600,hard
dss,is1,1119.34,722.23,0.1,12,1600,hard
is1,sse,236.59,145.25,0.1,12,1600,hard
is1,crps,278.82,182.06,0.1,12,1600,hard
is1,dss,-1885.5,-1160.93,0.1,12,1600,hard
is1,is1,1114.23,731.61,0.1,12,1600,hard
sse,sse,235.6,145.11,0.1,12,1600,hard
sse,crps,284.18,185.99,0.1,12,1600,hard
sse,dss,-1820.64,-1108.16,0.1,12,1600,hard
sse,is1,1135.46,748.51,0.1,12,1600,hard
crps,sse,236.93,144.84,0.3,12,1600,hard
crps,crps,279.21,181.63,0.3,12,1600,hard
crps,dss,-1881.95,-1164.34,0.3,12,1600,hard
crps,is1,1116.65,727.9,0.3,12,1600,hard
dss,sse,242.47,146.44,0.3,12,1600,hard
dss,crps,294.1,190.07,0.3,12,1600,hard
dss,dss,-1813.47,-1115.99,0.3,12,1600,hard
dss,is1,1186.57,778.01,0.3,12,1600,hard
is1,sse,238.81,142.86,0.3,12,1600,hard
is1,crps,280.71,180.2,0.3,12,1600,hard
is1,dss,-1875.49,-1174.66,0.3,12,1600,hard
is1,is1,1121.2,722.92,0.3,12,1600,hard
sse,sse,236.85,145.49,0.3,12,1600,hard
sse,crps,287.14,186.87,0.3,12,1600,hard
sse,dss,-1782.71,-1084.93,0.3,12,1600,hard
sse,is1,1147.62,756.08,0.3,12,1600,hard
crps,sse,238.81,142.86,0.5,12,1600,hard
crps,crps,280.71,180.2,0.5,12,1600,hard
crps,dss,-1875.49,-1174.66,0.5,12,1600,hard
crps,is1,1121.2,722.92,0.5,12,1600,hard
dss,sse,242.47,146.44,0.5,12,1600,hard
dss,crps,294.1,190.07,0.5,12,1600,hard
dss,dss,-1813.47,-1115.99,0.5,12,1600,hard
dss,is1,1186.57,778.01,0.5,12,1600,hard
is1,sse,239.39,144.37,0.5,12,1600,hard
is1,crps,282.77,182.34,0.5,12,1600,hard
is1,dss,-1844.33,-1136.69,0.5,12,1600,hard
is1,is1,1129.85,739,0.5,12,1600,hard
sse,sse,240.41,145.43,0.5,12,1600,hard
sse,crps,293.34,187.86,0.5,12,1600,hard
sse,dss,-1748.57,-1072.16,0.5,12,1600,hard
sse,is1,1166.37,760.5,0.5,12,1600,hard
crps,sse,239.39,144.37,0.8,12,1600,hard
crps,crps,282.77,182.34,0.8,12,1600,hard
crps,dss,-1844.33,-1136.69,0.8,12,1600,hard
crps,is1,1129.85,739,0.8,12,1600,hard
dss,sse,243.49,147.5,0.8,12,1600,hard
dss,crps,304.67,195.59,0.8,12,1600,hard
dss,dss,-1717.71,-1051.46,0.8,12,1600,hard
dss,is1,1223.09,799.51,0.8,12,1600,hard
is1,sse,239.39,144.37,0.8,12,1600,hard
is1,crps,282.77,182.34,0.8,12,1600,hard
is1,dss,-1844.33,-1136.69,0.8,12,1600,hard
is1,is1,1129.85,739,0.8,12,1600,hard
sse,sse,243.49,147.5,0.8,12,1600,hard
sse,crps,304.67,195.59,0.8,12,1600,hard
sse,dss,-1717.71,-1051.46,0.8,12,1600,hard
sse,is1,1223.09,799.51,0.8,12,1600,hard
crps,sse,245.59,148.35,0,13,1600,hard
crps,crps,288.94,183.85,0,13,1600,hard
crps,dss,-1794.61,-1137.92,0,13,1600,hard
crps,is1,1168.99,754.27,0,13,1600,hard
dss,sse,244.89,146.84,0,13,1600,hard
dss,crps,288.19,183.4,0,13,1600,hard
dss,dss,-1862.8,-1138.21,0,13,1600,hard
dss,is1,1159.66,744.45,0,13,1600,hard
is1,sse,245.24,145.64,0,13,1600,hard
is1,crps,288.51,182.82,0,13,1600,hard
is1,dss,-1847.52,-1142.39,0,13,1600,hard
is1,is1,1154.87,745.15,0,13,1600,hard
sse,sse,242.09,149.85,0,13,1600,hard
sse,crps,292.18,188.51,0,13,1600,hard
sse,dss,-1791.93,-1089.47,0,13,1600,hard
sse,is1,1178.6,769.71,0,13,1600,hard
crps,sse,245.59,148.35,0.1,13,1600,hard
crps,crps,288.94,183.85,0.1,13,1600,hard
crps,dss,-1794.61,-1137.92,0.1,13,1600,hard
crps,is1,1168.99,754.27,0.1,13,1600,hard
dss,sse,249.06,148.72,0.1,13,1600,hard
dss,crps,299.88,191.96,0.1,13,1600,hard
dss,dss,-1813.55,-1093.56,0.1,13,1600,hard
dss,is1,1215.9,791.49,0.1,13,1600,hard
is1,sse,245.32,145.58,0.1,13,1600,hard
is1,crps,289.02,182.84,0.1,13,1600,hard
is1,dss,-1846.65,-1142.96,0.1,13,1600,hard
is1,is1,1156.86,746.34,0.1,13,1600,hard
sse,sse,242.73,149.11,0.1,13,1600,hard
sse,crps,293.62,187.92,0.1,13,1600,hard
sse,dss,-1785.18,-1097.4,0.1,13,1600,hard
sse,is1,1181.79,766.93,0.1,13,1600,hard
crps,sse,248.96,143.09,0.3,13,1600,hard
crps,crps,292.45,181.14,0.3,13,1600,hard
crps,dss,-1778.14,-1160.66,0.3,13,1600,hard
crps,is1,1181.69,735.21,0.3,13,1600,hard
dss,sse,251.29,146.61,0.3,13,1600,hard
dss,crps,301.33,190.72,0.3,13,1600,hard
dss,dss,-1749.08,-1109.35,0.3,13,1600,hard
dss,is1,1222.72,785.19,0.3,13,1600,hard
is1,sse,247.77,143.7,0.3,13,1600,hard
is1,crps,291.06,181.61,0.3,13,1600,hard
is1,dss,-1791.04,-1157.44,0.3,13,1600,hard
is1,is1,1169.88,741.92,0.3,13,1600,hard
sse,sse,247.93,151.25,0.3,13,1600,hard
sse,crps,305.43,197,0.3,13,1600,hard
sse,dss,-1704.6,-1048.9,0.3,13,1600,hard
sse,is1,1238.11,812.12,0.3,13,1600,hard
crps,sse,248.96,143.09,0.5,13,1600,hard
crps,crps,292.45,181.14,0.5,13,1600,hard
crps,dss,-1778.14,-1160.66,0.5,13,1600,hard
crps,is1,1181.69,735.21,0.5,13,1600,hard
dss,sse,253.2,147.19,0.5,13,1600,hard
dss,crps,312,195.59,0.5,13,1600,hard
dss,dss,-1663.11,-1050.98,0.5,13,1600,hard
dss,is1,1271.82,796.87,0.5,13,1600,hard
is1,sse,248.37,143.01,0.5,13,1600,hard
is1,crps,291.6,181.06,0.5,13,1600,hard
is1,dss,-1786.84,-1161.52,0.5,13,1600,hard
is1,is1,1175.69,734.99,0.5,13,1600,hard
sse,sse,253.2,147.19,0.5,13,1600,hard
sse,crps,312,195.59,0.5,13,1600,hard
sse,dss,-1663.11,-1050.98,0.5,13,1600,hard
sse,is1,1271.82,796.87,0.5,13,1600,hard
crps,sse,250.29,144.97,0.8,13,1600,hard
crps,crps,294.72,183.7,0.8,13,1600,hard
crps,dss,-1759.04,-1125.7,0.8,13,1600,hard
crps,is1,1194.76,749.4,0.8,13,1600,hard
dss,sse,253.2,147.19,0.8,13,1600,hard
dss,crps,312,195.59,0.8,13,1600,hard
dss,dss,-1663.11,-1050.98,0.8,13,1600,hard
dss,is1,1271.82,796.87,0.8,13,1600,hard
is1,sse,248.37,143.01,0.8,13,1600,hard
is1,crps,291.6,181.06,0.8,13,1600,hard
is1,dss,-1786.84,-1161.52,0.8,13,1600,hard
is1,is1,1175.69,734.99,0.8,13,1600,hard
sse,sse,253.2,147.19,0.8,13,1600,hard
sse,crps,312,195.59,0.8,13,1600,hard
sse,dss,-1663.11,-1050.98,0.8,13,1600,hard
sse,is1,1271.82,796.87,0.8,13,1600,hard
crps,sse,227.45,144.85,0,14,1600,hard
crps,crps,279.21,181.26,0,14,1600,hard
crps,dss,-1968.26,-1163,0,14,1600,hard
crps,is1,1088.66,733.77,0,14,1600,hard
dss,sse,227.48,144.88,0,14,1600,hard
dss,crps,279.12,181.22,0,14,1600,hard
dss,dss,-1969.49,-1162.56,0,14,1600,hard
dss,is1,1088.28,732.93,0,14,1600,hard
is1,sse,227.68,144.04,0,14,1600,hard
is1,crps,279.3,180.66,0,14,1600,hard
is1,dss,-1966.98,-1169.41,0,14,1600,hard
is1,is1,1087.26,733.35,0,14,1600,hard
sse,sse,227.68,145.96,0,14,1600,hard
sse,crps,280.4,182.58,0,14,1600,hard
sse,dss,-1946.93,-1144.47,0,14,1600,hard
sse,is1,1100.44,737.89,0,14,1600,hard
crps,sse,227.68,145.14,0.1,14,1600,hard
crps,crps,279.57,181.4,0.1,14,1600,hard
crps,dss,-1965.91,-1160.09,0.1,14,1600,hard
crps,is1,1089.12,733.04,0.1,14,1600,hard
dss,sse,228.87,144.46,0.1,14,1600,hard
dss,crps,282.48,182.05,0.1,14,1600,hard
dss,dss,-1939.5,-1154.95,0.1,14,1600,hard
dss,is1,1104.3,742.09,0.1,14,1600,hard
is1,sse,227.94,144.29,0.1,14,1600,hard
is1,crps,280.02,180.68,0.1,14,1600,hard
is1,dss,-1961.49,-1165.9,0.1,14,1600,hard
is1,is1,1088.75,731,0.1,14,1600,hard
sse,sse,228.11,146.13,0.1,14,1600,hard
sse,crps,281.08,182.54,0.1,14,1600,hard
sse,dss,-1942.24,-1142.08,0.1,14,1600,hard
sse,is1,1101.4,736.39,0.1,14,1600,hard
crps,sse,228.96,144.42,0.3,14,1600,hard
crps,crps,281.68,181.03,0.3,14,1600,hard
crps,dss,-1936.81,-1155.33,0.3,14,1600,hard
crps,is1,1100.71,734.85,0.3,14,1600,hard
dss,sse,235.2,145.72,0.3,14,1600,hard
dss,crps,296.8,189.67,0.3,14,1600,hard
dss,dss,-1857.6,-1130.29,0.3,14,1600,hard
dss,is1,1175.13,778.18,0.3,14,1600,hard
is1,sse,228.16,143.97,0.3,14,1600,hard
is1,crps,280.7,180.76,0.3,14,1600,hard
is1,dss,-1952.81,-1164.69,0.3,14,1600,hard
is1,is1,1091.82,731.97,0.3,14,1600,hard
sse,sse,228.83,146.08,0.3,14,1600,hard
sse,crps,283.48,183.09,0.3,14,1600,hard
sse,dss,-1898.09,-1133.05,0.3,14,1600,hard
sse,is1,1114.69,738.56,0.3,14,1600,hard
crps,sse,228.96,144.42,0.5,14,1600,hard
crps,crps,281.68,181.03,0.5,14,1600,hard
crps,dss,-1936.81,-1155.33,0.5,14,1600,hard
crps,is1,1100.71,734.85,0.5,14,1600,hard
dss,sse,235.2,145.72,0.5,14,1600,hard
dss,crps,296.8,189.67,0.5,14,1600,hard
dss,dss,-1857.6,-1130.29,0.5,14,1600,hard
dss,is1,1175.13,778.18,0.5,14,1600,hard
is1,sse,232.26,143.22,0.5,14,1600,hard
is1,crps,283.84,180.48,0.5,14,1600,hard
is1,dss,-1924.04,-1164.76,0.5,14,1600,hard
is1,is1,1106.26,731.31,0.5,14,1600,hard
sse,sse,234.38,146.6,0.5,14,1600,hard
sse,crps,297.51,192.02,0.5,14,1600,hard
sse,dss,-1841.85,-1086.43,0.5,14,1600,hard
sse,is1,1179.31,787.68,0.5,14,1600,hard
crps,sse,232.97,143.18,0.8,14,1600,hard
crps,crps,286.24,181.04,0.8,14,1600,hard
crps,dss,-1879.89,-1155.73,0.8,14,1600,hard
crps,is1,1119.54,733.49,0.8,14,1600,hard
dss,sse,235.2,145.72,0.8,14,1600,hard
dss,crps,296.8,189.67,0.8,14,1600,hard
dss,dss,-1857.6,-1130.29,0.8,14,1600,hard
dss,is1,1175.13,778.18,0.8,14,1600,hard
is1,sse,232.97,143.18,0.8,14,1600,hard
is1,crps,286.24,181.04,0.8,14,1600,hard
is1,dss,-1879.89,-1155.73,0.8,14,1600,hard
is1,is1,1119.54,733.49,0.8,14,1600,hard
sse,sse,237.58,146.59,0.8,14,1600,hard
sse,crps,309.8,194.46,0.8,14,1600,hard
sse,dss,-1704.38,-1075.97,0.8,14,1600,hard
sse,is1,1225.07,789.07,0.8,14,1600,hard
crps,sse,231.9,146.51,0,15,1600,hard
crps,crps,276.64,184.08,0,15,1600,hard
crps,dss,-1862.24,-1108.65,0,15,1600,hard
crps,is1,1140.68,748.38,0,15,1600,hard
dss,sse,232.67,145.57,0,15,1600,hard
dss,crps,279.04,184.7,0,15,1600,hard
dss,dss,-1882.48,-1099.8,0,15,1600,hard
dss,is1,1146.28,746.26,0,15,1600,hard
is1,sse,231.44,146.61,0,15,1600,hard
is1,crps,277.41,183.62,0,15,1600,hard
is1,dss,-1862.9,-1105.22,0,15,1600,hard
is1,is1,1136.75,752.94,0,15,1600,hard
sse,sse,230.35,151.71,0,15,1600,hard
sse,crps,278.55,186.77,0,15,1600,hard
sse,dss,-1844.54,-1092.44,0,15,1600,hard
sse,is1,1145.77,747.65,0,15,1600,hard
crps,sse,231.9,146.51,0.1,15,1600,hard
crps,crps,276.64,184.08,0.1,15,1600,hard
crps,dss,-1862.24,-1108.65,0.1,15,1600,hard
crps,is1,1140.68,748.38,0.1,15,1600,hard
dss,sse,234.43,144.82,0.1,15,1600,hard
dss,crps,281.28,183.84,0.1,15,1600,hard
dss,dss,-1863.63,-1108.79,0.1,15,1600,hard
dss,is1,1156.8,745.4,0.1,15,1600,hard
is1,sse,231.91,146.22,0.1,15,1600,hard
is1,crps,277.9,183.16,0.1,15,1600,hard
is1,dss,-1857.65,-1110.23,0.1,15,1600,hard
is1,is1,1138.72,750.01,0.1,15,1600,hard
sse,sse,230.35,151.71,0.1,15,1600,hard
sse,crps,278.55,186.77,0.1,15,1600,hard
sse,dss,-1844.54,-1092.44,0.1,15,1600,hard
sse,is1,1145.77,747.65,0.1,15,1600,hard
crps,sse,232.55,145.98,0.3,15,1600,hard
crps,crps,278.41,183.07,0.3,15,1600,hard
crps,dss,-1849.84,-1113.14,0.3,15,1600,hard
crps,is1,1145.38,746.97,0.3,15,1600,hard
dss,sse,239.2,146.81,0.3,15,1600,hard
dss,crps,300.45,194.56,0.3,15,1600,hard
dss,dss,-1775.39,-1090.15,0.3,15,1600,hard
dss,is1,1232.87,795.35,0.3,15,1600,hard
is1,sse,234.94,144.48,0.3,15,1600,hard
is1,crps,280.51,181.48,0.3,15,1600,hard
is1,dss,-1822.61,-1138.85,0.3,15,1600,hard
is1,is1,1149.01,737.25,0.3,15,1600,hard
sse,sse,232.55,148.86,0.3,15,1600,hard
sse,crps,284.43,188.57,0.3,15,1600,hard
sse,dss,-1812.68,-1083.72,0.3,15,1600,hard
sse,is1,1165.4,763.39,0.3,15,1600,hard
crps,sse,234.29,144.72,0.5,15,1600,hard
crps,crps,280.1,182.02,0.5,15,1600,hard
crps,dss,-1812.33,-1133.65,0.5,15,1600,hard
crps,is1,1155.49,741.71,0.5,15,1600,hard
dss,sse,240.3,146.73,0.5,15,1600,hard
dss,crps,303.01,195.17,0.5,15,1600,hard
dss,dss,-1716.77,-1081.56,0.5,15,1600,hard
dss,is1,1244.25,800.3,0.5,15,1600,hard
is1,sse,235.65,144.33,0.5,15,1600,hard
is1,crps,281.69,181.25,0.5,15,1600,hard
is1,dss,-1814.35,-1141.6,0.5,15,1600,hard
is1,is1,1157.3,735.61,0.5,15,1600,hard
sse,sse,237.21,144.1,0.5,15,1600,hard
sse,crps,291.51,186.28,0.5,15,1600,hard
sse,dss,-1747.65,-1107.87,0.5,15,1600,hard
sse,is1,1193.55,754.16,0.5,15,1600,hard
crps,sse,236.87,143.25,0.8,15,1600,hard
crps,crps,282.72,180.43,0.8,15,1600,hard
crps,dss,-1783.13,-1159.1,0.8,15,1600,hard
crps,is1,1162.78,729.78,0.8,15,1600,hard
dss,sse,240.3,146.73,0.8,15,1600,hard
dss,crps,303.01,195.17,0.8,15,1600,hard
dss,dss,-1716.77,-1081.56,0.8,15,1600,hard
dss,is1,1244.25,800.3,0.8,15,1600,hard
is1,sse,236.87,143.25,0.8,15,1600,hard
is1,crps,282.72,180.43,0.8,15,1600,hard
is1,dss,-1783.13,-1159.1,0.8,15,1600,hard
is1,is1,1162.78,729.78,0.8,15,1600,hard
sse,sse,240.3,146.73,0.8,15,1600,hard
sse,crps,303.01,195.17,0.8,15,1600,hard
sse,dss,-1716.77,-1081.56,0.8,15,1600,hard
sse,is1,1244.25,800.3,0.8,15,1600,hard
crps,sse,238.53,145.68,0,16,1600,hard
crps,crps,285.19,182.2,0,16,1600,hard
crps,dss,-1895.82,-1158.71,0,16,1600,hard
crps,is1,1141.41,731.71,0,16,1600,hard
dss,sse,237.97,145.67,0,16,1600,hard
dss,crps,285.06,182.01,0,16,1600,hard
dss,dss,-1912.47,-1159.73,0,16,1600,hard
dss,is1,1139.12,732.12,0,16,1600,hard
is1,sse,239.11,145.14,0,16,1600,hard
is1,crps,285.57,181.91,0,16,1600,hard
is1,dss,-1889.29,-1166.8,0,16,1600,hard
is1,is1,1139.66,731.05,0,16,1600,hard
sse,sse,236.15,147.3,0,16,1600,hard
sse,crps,287.18,185.22,0,16,1600,hard
sse,dss,-1866.97,-1130.46,0,16,1600,hard
sse,is1,1155.64,746.4,0,16,1600,hard
crps,sse,238.92,145.43,0.1,16,1600,hard
crps,crps,285.73,181.69,0.1,16,1600,hard
crps,dss,-1884.11,-1161.79,0.1,16,1600,hard
crps,is1,1144.55,728.58,0.1,16,1600,hard
dss,sse,241.49,143.14,0.1,16,1600,hard
dss,crps,287.78,180.3,0.1,16,1600,hard
dss,dss,-1890.66,-1174.36,0.1,16,1600,hard
dss,is1,1150.11,724.44,0.1,16,1600,hard
is1,sse,239.42,145.08,0.1,16,1600,hard
is1,crps,286.04,181.69,0.1,16,1600,hard
is1,dss,-1879.08,-1165.36,0.1,16,1600,hard
is1,is1,1143.15,730.05,0.1,16,1600,hard
sse,sse,237.4,146.8,0.1,16,1600,hard
sse,crps,293.07,186.58,0.1,16,1600,hard
sse,dss,-1777.93,-1098.55,0.1,16,1600,hard
sse,is1,1172.4,756.4,0.1,16,1600,hard
crps,sse,242.1,143.06,0.3,16,1600,hard
crps,crps,288.21,180.23,0.3,16,1600,hard
crps,dss,-1864.43,-1174.85,0.3,16,1600,hard
crps,is1,1151.52,725.69,0.3,16,1600,hard
dss,sse,246.51,146.33,0.3,16,1600,hard
dss,crps,302.5,190.16,0.3,16,1600,hard
dss,dss,-1802.66,-1137.99,0.3,16,1600,hard
dss,is1,1219.28,776.21,0.3,16,1600,hard
is1,sse,242.1,143.06,0.3,16,1600,hard
is1,crps,288.21,180.23,0.3,16,1600,hard
is1,dss,-1864.43,-1174.85,0.3,16,1600,hard
is1,is1,1151.52,725.69,0.3,16,1600,hard
sse,sse,238.71,145.7,0.3,16,1600,hard
sse,crps,294.48,185.3,0.3,16,1600,hard
sse,dss,-1764.87,-1109.48,0.3,16,1600,hard
sse,is1,1179.38,749.08,0.3,16,1600,hard
crps,sse,242.42,143.73,0.5,16,1600,hard
crps,crps,289.53,181.4,0.5,16,1600,hard
crps,dss,-1843.53,-1164,0.5,16,1600,hard
crps,is1,1157.22,730.54,0.5,16,1600,hard
dss,sse,246.51,146.33,0.5,16,1600,hard
dss,crps,302.5,190.16,0.5,16,1600,hard
dss,dss,-1802.66,-1137.99,0.5,16,1600,hard
dss,is1,1219.28,776.21,0.5,16,1600,hard
is1,sse,242.42,143.73,0.5,16,1600,hard
is1,crps,289.53,181.4,0.5,16,1600,hard
is1,dss,-1843.53,-1164,0.5,16,1600,hard
is1,is1,1157.22,730.54,0.5,16,1600,hard
sse,sse,243.06,144.53,0.5,16,1600,hard
sse,crps,298.37,186.45,0.5,16,1600,hard
